headline , snippet , date,name,age,day of death,month of death,year of death
"Allan Block, Whose Sandal Shop Was Folk Music Hub, Dies at 90","Mr. Block helped popularize open-toed footwear, and his store in Greenwich Village drew musicians like Doc Watson and Bob Dylan during the 1950s and ’60s.",2013-11-03T00:00:00Z,Allan Block,90,3,11,2013
"Fredrick L. McKissack, 73, Author of Children&#x2019-s Books","Fredrick L. McKissack, who quit a career in construction to join his wife in writing more than 100 children&#x2019-s books about African-American history, a piece of which his family owned as distinguished builders and architects, died on April 28 in",2013-05-13T00:00:00Z,Fredrick L. McKissack,73,,,
Calls to Charge Driver Grow After Couple’s Newborn Dies,The infant had been delivered prematurely after his mother and father were killed in a car crash in Brooklyn.,2013-03-05T00:00:00Z,,,,,
"Joseph Farman, 82, Is Dead- Discovered Ozone Hole",Mr. Farman’s single-minded and at times officially derided study of atmospheric changes in the Antarctic led to one of the most important environmental discoveries of the 20th century.,2013-05-19T00:00:00Z,Joseph Farman,82,19,5,2013
"Clifford Nass, Who Warned of a Data Deluge, Dies at 55","Dr. Nass, a professor a Stanford, studied the effects of technology and in one pioneering study showed the deleterious effects of multitasking.",2013-11-10T00:00:00Z,Clifford Nass,55,10,11,2013
"Lawrence Fuchs, Expert on Immigration, Dies at 86","Mr. Fuchs, a scholar of American ethnicity, helped lay the groundwork for the last major overhaul of American immigration law, in 1986.",2013-04-07T00:00:00Z,Lawrence Fuchs,86,7,4,2013
"Rev. T. J. Jemison, Civil Rights Leader Who Organized Early Boycott, Dies at 95","Mr. Jemison organized what is considered the civil rights movement’s first large-scale bus boycott, and was a founding member of the Southern Christian Leadership Conference.",2013-11-26T00:00:00Z,Rev. T. J. Jemison,95,26,11,2013
"Bonnie Faubus Salcido, Who Opposed Segregationist Brother, Dies at 93","Mrs. Salcido criticized her brother Gov. Orval E. Faubus’s attempt to block the integration of an Arkansas school in 1957, leading to years of hard feelings between the two.",2013-05-24T00:00:00Z,Bonnie Faubus Salcido,93,24,5,2013
"Jorge Rafael Videla, Jailed Argentine Military Leader, Dies at 87",General Videla was serving a life sentence for abuses in a campaign of political killings and forced disappearances during Argentina’s so-called Dirty War.,2013-05-18T00:00:00Z,Jorge Rafael Videla,87,18,5,2013
"Jack Greene, 83, Grand Ole Opry Star","NASHVILLE (AP) &#x2014- Jack Greene, a longtime Grand Ole Opry star who earned fame with his hit &#x201C-There Goes My Everything,&#x201D- died on Thursday at his home here. He was 83.&#xa-   &#xa-The cause was complications of Alzheimer&#x2019-s dis",2013-03-20T00:00:00Z,Jack Greene,83,20,3,2013
"Rabbi David Hartman, Champion of an Adaptive Judaism, Dies at 81","A charismatic teacher and prolific author, he encouraged students to question tradition and urged people of different backgrounds and ideologies to pore over Jewish texts together.",2013-02-11T00:00:00Z,Rabbi David Hartman,81,11,2,2013
"Gen. David C. Jones, Former Chairman of Joint Chiefs, Dies at 92","As chairman of the Joint Chiefs under Presidents Carter and Reagan, General Jones set in motion a sweeping reorganization of the nation’s military command.",2013-08-15T00:00:00Z,Gen. David C. Jones,92,15,8,2013
"Bernard Sahlins, Patriarch of Sketch Comedy, Dies at 90","Mr. Sahlins was the last survivor of the three founders of Second City, the Chicago nightclub that nurtured generations of comedians.",2013-06-18T00:00:00Z,Bernard Sahlins,90,18,6,2013
"Ralph Graves, Who Strove to Keep Life Magazine Afloat, Dies at 88","As the last managing editor of the weekly Life magazine, Mr. Graves strove to keep an American institution afloat in its turbulent final years.",2013-06-16T00:00:00Z,Ralph Graves,88,16,6,2013
"James M. Nabrit, a Fighter for Civil Rights, Dies at 80",Mr. Nabrit was a longtime lawyer for the NAACP Legal Defense and Education Fund who argued for school integration at the Supreme Court.,2013-03-28T00:00:00Z,James M. Nabrit,80,28,3,2013
"Dean Drummond, Musician and Instrument Maker, Dies at 64","Mr. Drummond, a protégé of Harry Partch’s, shared Mr. Partch’s affinity for microtonality and creating outlandish instruments.",2013-04-18T00:00:00Z,Dean Drummond,64,18,4,2013
"Marv Wolfenson, 87, Dies- Led an N.B.A. Rebirth in Minnesota","Mr. Wolfenson and his partner, Harvey Ratner, returned N.B.A. basketball to Minnesota in 1989, nearly 30 years after the Lakers had departed for California.",2013-12-25T00:00:00Z,Marv Wolfenson,87,25,12,2013
"Asbury H. Sallenger Jr., Coastal Risks Expert, Dies at 63","Mr. Sallenger led research into the causes and effects of sea level rise, storms and other coastal hazards and was an adviser “in the post-Superstorm Sandy era.”",2013-02-07T00:00:00Z,Asbury H. Sallenger Jr.,63,7,2,2013
"Lewis Kornfeld, Made Radio Shack an Early Player in PCs, Dies at 97","In 1977, with Mr. Kornfeld as president, Radio Shack introduced the TRS-80, one of the first mass-market computers for consumers.",2013-08-19T00:00:00Z,Lewis Kornfeld,97,19,8,2013
"Jeff Hanneman, Guitarist, Dies at 49","Mr. Hanneman, who was a founder of the band Slayer while still in his teens, helped to create some of the darkest music and imagery in metal.",2013-05-04T00:00:00Z,Jeff Hanneman,49,4,5,2013
"Jim Hudson, Who Intercepted Pass to Help Jets Win Title, Dies at 70","Mr. Hudson, whose interception helped defeat the Baltimore Colts in the 1969 Super Bowl, requested that his brain and spine be given to researchers studying sports-related trauma.",2013-06-29T00:00:00Z,Jim Hudson,70,29,6,2013
"Bert Stern, Elite Photographer Known for Images of Marilyn Monroe, Dies at 83",Mr. Stern helped redefine advertising and fashion art in the 1950s and ’60s.,2013-06-27T00:00:00Z,Bert Stern,83,27,6,2013
"Boruch Spiegel, Fighter in Warsaw Ghetto Uprising, Dies at 93","Mr. Spiegel was one of the last surviving fighters of the 1943 uprising, in which 750 Jews held off German soldiers for over a month with crude arms and Molotov cocktails.",2013-05-26T00:00:00Z,Boruch Spiegel,93,26,5,2013
"John Woodward, Leader of British Navy in Falkland Islands War, Dies at 81","Admiral Woodward, as commander of a Royal Navy battle group in 1982, gave the order to sink the Argentine cruiser General Belgrano.",2013-08-08T00:00:00Z,John Woodward,81,8,8,2013
"Arthur Rosenthal, Academic Book Publisher, Dies at 93",Mr. Rosenthal led Basic Books in the 1950s and ’60s and led Harvard University Press to solvency in the 1970s and ’80s.,2013-07-09T00:00:00Z,Arthur Rosenthal,93,9,7,2013
"Edward Bland, ‘Cry of Jazz’ Filmmaker and Composer, Dies at 86","Mr. Bland’s documentary, released in 1959, explained jazz in the context of black history. He went on to work on commercial and avant-garde musical ventures.",2013-03-27T00:00:00Z,Edward Bland,86,27,3,2013
"Ray Manzarek, 74, Keyboardist and a Founder of the Doors, Is Dead","Mr. Manzarek played a key role in creating the group’s psychedelic sound, which could be haunted, meditative and circuslike, but which was also widely imitated.",2013-05-21T00:00:00Z,Ray Manzarek,74,21,5,2013
"Jack Greene, Grand Ole Opry Star, Dies at 83",Mr. Greene’s “There Goes My Everything” reached No. 1 on Billboard’s country chart in 1966. Other hits include “All the Time” and “What Locks the Door.”,2013-03-18T00:00:00Z,Jack Greene,83,18,3,2013
"Michiaki Takahashi, 85, Who Tamed Chickenpox, Dies","Dr. Takahashi, a researcher of measles and polio viruses, was spurred to action when his 3-year-old son fell ill.",2013-12-22T00:00:00Z,Michiaki Takahashi,85,22,12,2013
"Bobby (Blue) Bland, Soul and Blues Balladeer, Dies at 83","Mr. Bland never achieved the popular acclaim enjoyed by contemporaries like B. B. King, but his emotionally fraught vocals helped modernize the blues.",2013-06-25T00:00:00Z,Bobby (Blue) Bland,83,25,6,2013
"Ron Fraser, Top Coach Who Lifted College Baseball, Dies at 79","Mr. Fraser, who never had a losing season, coached Miami from 1963 to 1992 and won national titles in 1982 and 1985.",2013-01-23T00:00:00Z,Ron Fraser,79,23,1,2013
"David R. Ellis, Film Director, Dies at 60","Mr. Ellis, who began his Hollywood career as an actor in the 1970s, was the director of “Snakes on a Plane,” the 2006 movie that became an Internet sensation even before its release.",2013-01-09T00:00:00Z,David R. Ellis,60,9,1,2013
William Pollack Dies at 87- His Vaccine Saved Infants,"Dr. Pollack, a medical researcher, helped develop a vaccine for a blood disorder commonly called Rh disease.",2013-11-13T00:00:00Z,William Pollack,87,13,11,2013
Klemens von Klemperer Dies at 96- Wrote of Nazi Era,"Dr. von Klemperer, a refugee from Nazi Germany, wrote what is considered the seminal history of the movement among the country’s conservative elite to overthrow Hitler.",2013-01-08T00:00:00Z,Klemens von Klemperer,96,8,1,2013
"Nobuyuki Aihara, Olympic Champion, Dies at 78",Mr. Aihara won two gold medals at the 1960 Olympics in Rome and helped usher in an era of Japanese gymnastic dominance.,2013-07-20T00:00:00Z,Nobuyuki Aihara,78,20,7,2013
"Sam Most, Who Helped Bring the Flute Into the Jazz Mainstream, Dies at 82","Mr. Most’s “Undercurrent Blues” helped introduce the flute into the modern jazz mainstream, inspiring Herbie Mann, Rahsaan Roland Kirk and others.",2013-06-23T00:00:00Z,Sam Most,82,23,6,2013
"Bud Adams, Founding Owner of N.F.L.’s Titans, Dies at 90","Mr. Adams, son of a prominent oil executive, helped start the American Football League and founded the Houston Oilers, which he moved to Tennessee in 1997.",2013-10-22T00:00:00Z,Bud Adams,90,22,10,2013
"Hiroshi Yamauchi, Who Steered Nintendo to Dominance, Dies at 85","At 22, Mr. Yamauchi became president of his family’s playing-card company and later steered it into the growing game business, developing hits like Donkey Kong and the original Mario Brothers franchises.",2013-09-20T00:00:00Z,Hiroshi Yamauchi,85,20,9,2013
"Sherwood Ross, President of Ross Bicycles, Dies at 92",Mr. Ross became president of the company his father founded and turned it into the third-largest American bicycle maker.,2013-06-19T00:00:00Z,Sherwood Ross,92,19,6,2013
"Stephen Antonakos, Sculptor of Neon, Dies at 86","Mr. Antonakos made illumination an essential component of his work, using electrified neon gas as a painter uses paint.",2013-09-07T00:00:00Z,Stephen Antonakos,86,7,9,2013
"Maj. Thomas C. Griffin, Doolittle Raider, Dies at 96","Maj. Thomas C. Griffin navigated a B-25 bomber in the daring air raid on Japan led by Lt. Col. James H. Doolittle in 1942, four months after the Japanese attack on Pearl Harbor.",2013-03-05T00:00:00Z,Maj. Thomas C. Griffin,96,5,3,2013
"Bernard Shaw, Husband and Bodyguard of Patty Hearst, Dies at 68","Mr. Shaw, a former police officer, met Ms. Hearst in the aftermath of her crime-ridden affiliation with a guerrilla group, and married her after her release from prison.",2013-12-26T00:00:00Z,Bernard Shaw,68,26,12,2013
"John C. Bierwirth, Leader of Grumman in Time of Uneasy Transition, Dies at 89","Mr. Bierwirth’s company produced some of the Navy’s most renowned warplanes and won coveted aerospace contracts, but he failed to diversify the firm with civilian products, like the disastrous Flxible city buses.",2013-05-29T00:00:00Z,John C. Bierwirth,89,29,5,2013
"Pete Elliott, Football All-American and Coach, Dies at 86","Mr. Elliott, who played on two unbeaten Michigan teams and was a head coach at four universities (Nebraska, California, Illinois and Miami), later became the longest tenured executive director of the Pro Football Hall of Fame.",2013-01-07T00:00:00Z,Pete Elliott,86,7,1,2013
"Chuck Foley, Co-Creator of the Game Twister, Dies at 82","Originally manufactured by Milton Bradley, Mr. Foley’s game was introduced in 1966 and has gone on to sell tens of millions of copies.",2013-07-12T00:00:00Z,Chuck Foley,82,12,7,2013
"Dean Drummond, Musician and Instrument Maker, Dies at 64","Mr. Drummond, a member of the ensemble Newband and a protégé of the iconoclastic composer Harry Partch, created outlandish instruments to create fresh sounds.",2013-04-27T00:00:00Z,Dean Drummond,64,27,4,2013
"Bruce Dunning, CBS Correspondent, Dies at 73","Mr. Dunning, whose 35 years at CBS News were spent primarily in Asia, is best known for his reporting on the last flight out of Da Nang as that city fell to North Vietnam.",2013-08-29T00:00:00Z,Bruce Dunning,73,29,8,2013
"Peter Graf, Volatile Father of Tennis Great, Dies at 75","The man nicknamed Papa Merciless was accused of mismanaging the millions his daughter, Stefi Graf, had won.",2013-12-04T00:00:00Z,Peter Graf,75,4,12,2013
"William C. Lowe, Who Oversaw the Birth of  IBM’s PC, Dies at 72","In 1980, Mr. Lowe persuaded the company to let him form a team that would create the IBM Personal Computer with uncharacteristic speed.",2013-10-30T00:00:00Z,William C. Lowe,72,30,10,2013
"José Alfredo Martínez de Hoz, Argentine Official During Dictatorship, Dies at 87","Mr. Martínez de Hoz, a former law professor, was in charge of Argentina’s economy from 1976 to 1981.",2013-03-18T00:00:00Z,José Alfredo Martínez de Hoz,87,18,3,2013
"Bruno Metsu, 59, Dies- Led Senegal at World Cup","Metsu, a Frenchman, was a midfielder on European teams for nearly two decades, but he achieved his biggest success working in Africa.",2013-10-24T00:00:00Z,Bruno Metsu,59,24,10,2013
"Flynn Robinson, Scorer on Dominant N.B.A. Club, Dies at 72","Robinson was a 1970 All-Star, a seven-season N.B.A. player and a productive reserve guard on the first Los Angeles Lakers title team, which had a 33-game winning streak.",2013-05-25T00:00:00Z,Flynn Robinson,72,25,5,2013
"Donald Bevan, 93, Sardi’s Artist and ‘Stalag 17’ Writer, Dies","Mr. Bevan, who was a longtime caricaturist for the Broadway bistro, and Edmund Trzcinski were inspired by their incarceration in a Nazi camp to write a play about the search for a spy.",2013-07-01T00:00:00Z,Donald Bevan,93,,,
